gene,score,fold_change,mean,frac_exp,mean_rest,frac_exp_rest
Hnrnph3,0.627,2.21,0.06,0.23,0.03,0.10
Cdk14,0.627,2.00,0.05,0.18,0.03,0.07
Golga2,0.627,2.32,0.04,0.14,0.02,0.03
Ttc27,0.627,4.66,0.03,0.14,0.01,0.03
Krt7,0.627,2.21,0.12,0.21,0.05,0.17
Kirrel3,0.627,8.94,0.10,0.15,0.01,0.03
1010001N08Rik,0.627,4.81,0.05,0.15,0.01,0.03
Wdr37,0.627,4.63,0.05,0.15,0.01,0.03
Smndc1,0.627,3.96,0.03,0.14,0.01,0.05
Fam110b,0.627,3.11,0.05,0.15,0.01,0.06
Smo,0.627,2.28,0.06,0.16,0.02,0.05
Prkcz,0.627,2.64,0.03,0.16,0.01,0.05
Hnrnpr,0.627,1.92,0.10,0.31,0.05,0.16
Tbc1d5,0.626,1.68,0.14,0.31,0.08,0.15
Pold3,0.626,2.97,0.05,0.21,0.02,0.08
Angpt1,0.626,1.46,0.19,0.28,0.13,0.15
Dis3l2,0.626,1.75,0.09,0.28,0.05,0.14
Ptprs,0.626,1.86,0.09,0.22,0.05,0.08
Tut4,0.626,1.67,0.17,0.41,0.10,0.23
Gtdc1,0.626,2.10,0.09,0.19,0.04,0.07
Dpysl3,0.626,18.86,0.06,0.12,0.00,0.01
Kcnc2,0.626,17.27,0.04,0.12,0.00,0.01
Fads6,0.626,22.27,0.05,0.12,0.00,0.01
Sema5a,0.626,2.20,0.50,0.40,0.23,0.29
Anxa6,0.625,2.03,0.10,0.24,0.05,0.12
Pik3ca,0.625,1.46,0.07,0.23,0.05,0.14
Zfp407,0.625,1.78,0.11,0.25,0.06,0.14
Suclg2,0.625,1.53,0.13,0.34,0.08,0.15
Atp1a1,0.625,1.61,0.38,0.54,0.23,0.33
Actr1a,0.625,3.29,0.04,0.14,0.01,0.02
Anxa4,0.625,1.72,0.25,0.43,0.14,0.30
Lin7c,0.625,4.39,0.04,0.15,0.01,0.05
Mtmr12,0.625,2.48,0.05,0.17,0.02,0.08
Clint1,0.625,2.20,0.25,0.44,0.11,0.31
Armc8,0.624,1.59,0.04,0.16,0.03,0.08
Notch1,0.624,5.85,0.04,0.11,0.01,0.03
Rab3d,0.624,10.22,0.03,0.12,0.00,0.02
Per3,0.624,7.46,0.04,0.11,0.01,0.03
Arhgap44,0.624,2.00,0.10,0.27,0.05,0.13
Msl1,0.624,2.15,0.05,0.17,0.02,0.05
Bmpr1a,0.624,1.49,0.10,0.31,0.06,0.15
Afg3l1,0.624,6.72,0.03,0.13,0.00,0.02
Trpm4,0.624,2.74,0.03,0.14,0.01,0.03
Fip1l1,0.623,2.27,0.06,0.19,0.03,0.08
Tes,0.623,2.85,0.07,0.18,0.02,0.09
Ncoa1,0.623,2.04,0.12,0.27,0.06,0.15
Magi1,0.623,1.98,1.60,0.60,0.81,0.42
Scmh1,0.623,1.66,0.07,0.24,0.04,0.10
Dennd1b,0.623,1.73,0.17,0.40,0.10,0.23
Adnp,0.623,1.94,0.12,0.27,0.06,0.17
Crot,0.623,2.22,0.07,0.21,0.03,0.08
Sra1,0.623,2.79,0.06,0.15,0.02,0.08
Kansl1,0.623,1.93,0.28,0.45,0.14,0.33
Cadm1,0.622,1.83,0.26,0.44,0.14,0.28
5330417C22Rik,0.622,1.78,0.15,0.31,0.08,0.13
Dnajc10,0.622,1.42,0.10,0.29,0.07,0.14
Hmgn1,0.622,1.94,0.26,0.40,0.13,0.30
Pde1c,0.622,3.30,0.13,0.16,0.04,0.08
Tsc1,0.622,3.56,0.04,0.16,0.01,0.03
Fgfr1op,0.622,1.87,0.04,0.17,0.02,0.08
Hsdl2,0.622,7.73,0.03,0.09,0.00,0.03
Bscl2,0.622,17.01,0.04,0.12,0.00,0.01
Sema3d,0.622,10.08,0.03,0.11,0.00,0.02
Ttyh3,0.622,13.90,0.06,0.11,0.00,0.02
Rab27b,0.622,1.74,0.14,0.31,0.08,0.19
Macrod1,0.621,9.06,0.06,0.14,0.01,0.02
Gm16551,0.621,4.21,0.03,0.13,0.01,0.03
Adss,0.621,3.49,0.08,0.15,0.02,0.07
Fads2,0.621,2.11,0.07,0.21,0.04,0.10
Ssbp2,0.621,1.99,0.07,0.23,0.03,0.08
Cpt1a,0.621,2.88,0.08,0.23,0.03,0.10
Polr2a,0.621,2.68,0.08,0.22,0.03,0.12
Fam13b,0.621,1.92,0.06,0.22,0.03,0.12
St3gal6,0.621,4.52,0.03,0.14,0.01,0.03
Arhgap32,0.621,2.12,0.08,0.20,0.04,0.13
Pign,0.621,2.04,0.09,0.23,0.04,0.09
Gcc2,0.621,2.12,0.10,0.28,0.05,0.16
Cdh6,0.621,2.34,0.17,0.28,0.07,0.20
Smarce1,0.621,2.02,0.12,0.32,0.06,0.16
Dgkd,0.621,1.69,0.05,0.19,0.03,0.06
Ranbp17,0.621,3.25,0.05,0.15,0.01,0.03
G3bp2,0.621,1.97,0.09,0.23,0.04,0.15
Vgll4,0.621,2.36,0.11,0.23,0.05,0.15
Msi2,0.620,1.95,0.51,0.55,0.26,0.36
Nfia,0.620,2.01,0.52,0.57,0.26,0.34
Prr14l,0.620,2.28,0.10,0.23,0.05,0.16
Xlr5a,0.620,4.27,0.07,0.11,0.02,0.05
Hmg20a,0.620,2.44,0.04,0.17,0.02,0.08
Ptpn14,0.620,1.75,0.14,0.31,0.08,0.16
Tnpo1,0.620,1.92,0.16,0.38,0.09,0.23
Zbtb20,0.620,2.04,1.50,0.62,0.73,0.51
Ppp1r9a,0.620,2.02,0.20,0.36,0.10,0.20
Neo1,0.620,1.82,0.07,0.21,0.04,0.07
Pdcd4,0.620,1.45,0.15,0.36,0.11,0.22
Birc6,0.619,1.90,0.16,0.40,0.09,0.24
Snapc3,0.619,2.24,0.05,0.20,0.02,0.07
Matr3,0.619,2.49,0.12,0.29,0.05,0.16
Pitpnm2,0.619,5.26,0.07,0.14,0.01,0.06
Ube4b,0.619,2.36,0.10,0.27,0.04,0.15
Ammecr1l,0.619,3.37,0.07,0.15,0.02,0.07
Prkacb,0.619,1.97,0.05,0.17,0.03,0.07
Thsd4,0.619,1.95,0.29,0.37,0.15,0.26
App,0.618,1.72,0.48,0.65,0.28,0.43
Hivep3,0.618,11.91,0.03,0.13,0.00,0.01
Tcf3,0.618,2.54,0.05,0.16,0.02,0.05
Atp10a,0.618,1.99,0.10,0.25,0.05,0.15
Scp2,0.618,2.41,0.13,0.26,0.05,0.17
Ppt1,0.618,6.25,0.07,0.12,0.01,0.05
Mga,0.618,1.43,0.10,0.26,0.07,0.12
Ppip5k2,0.618,3.07,0.06,0.18,0.02,0.07
U2af1,0.618,1.74,0.11,0.28,0.06,0.16
Fmn1,0.618,2.47,0.09,0.21,0.04,0.12
Ptpa,0.618,3.64,0.08,0.19,0.02,0.09
Acot1,0.618,11.81,0.05,0.11,0.00,0.02
Smpd3,0.617,3.21,0.09,0.16,0.03,0.08
Rnf115,0.617,5.55,0.05,0.13,0.01,0.05
Stam,0.617,4.63,0.03,0.14,0.01,0.03
Fbxw4,0.617,2.75,0.04,0.15,0.01,0.02
Dph3,0.617,2.42,0.05,0.16,0.02,0.10
Fblim1,0.617,1.86,0.07,0.20,0.04,0.07
Peak1,0.617,1.31,0.19,0.42,0.15,0.22
Cdk19,0.617,1.90,0.16,0.33,0.08,0.19
Irf2bp2,0.617,1.83,0.13,0.34,0.07,0.21
Dnlz,0.617,4.69,0.03,0.12,0.01,0.03
Fam210a,0.617,5.88,0.03,0.13,0.01,0.02
Tmem97,0.616,5.51,0.06,0.11,0.01,0.03
Atpaf1,0.616,11.19,0.04,0.12,0.00,0.02
Pof1b,0.616,7.94,0.03,0.12,0.00,0.02
Larp1,0.616,1.55,0.14,0.36,0.09,0.21
Hivep1,0.616,2.68,0.05,0.15,0.02,0.07
Kalrn,0.616,1.81,0.30,0.37,0.16,0.22
Vps54,0.616,1.91,0.06,0.22,0.03,0.10
Gm12216,0.616,4.06,0.05,0.15,0.01,0.05
Rgmb,0.616,2.87,0.05,0.15,0.02,0.05
Usp46,0.616,2.05,0.09,0.23,0.04,0.14
Sp1,0.616,2.63,0.07,0.19,0.03,0.09
Phf2,0.616,1.76,0.06,0.18,0.03,0.10
Dcaf1,0.616,2.87,0.05,0.16,0.02,0.09
Ap2b1,0.616,2.02,0.13,0.29,0.07,0.17
Chd4,0.616,1.49,0.30,0.54,0.20,0.40
Ccdc141,0.616,1.86,0.11,0.25,0.06,0.10
2700049A03Rik,0.615,5.24,0.06,0.15,0.01,0.02
Carmil1,0.615,1.50,0.30,0.45,0.20,0.37
Cblb,0.615,2.60,0.09,0.24,0.03,0.10
Ccdc148,0.615,2.24,0.06,0.17,0.03,0.10
Daam1,0.615,2.14,0.11,0.29,0.05,0.15
Ints6,0.615,2.16,0.09,0.19,0.04,0.13
Zc3h7b,0.615,4.03,0.04,0.13,0.01,0.03
Frmd4a,0.615,4.06,0.04,0.12,0.01,0.05
Zfp369,0.615,2.01,0.02,0.13,0.01,0.03
Iqsec2,0.614,2.83,0.05,0.14,0.02,0.05
Adamts6,0.614,2.83,0.06,0.14,0.02,0.05
St3gal5,0.614,1.07,0.10,0.25,0.09,0.14
Sntb1,0.614,2.25,0.12,0.23,0.05,0.13
Cenpv,0.614,4.70,0.05,0.12,0.01,0.06
Sctr,0.614,1.41,0.14,0.20,0.10,0.10
Car2,0.614,2.60,0.09,0.22,0.04,0.08
Cpn1,0.614,5.72,0.03,0.09,0.01,0.03
Fam172a,0.614,1.62,0.19,0.35,0.12,0.24
Rpl7l1,0.614,3.46,0.05,0.14,0.02,0.08
Cckar,0.614,2.41,0.08,0.16,0.03,0.06
Mical2,0.614,3.80,0.06,0.15,0.02,0.07
Gpam,0.614,2.72,0.04,0.16,0.02,0.06
Ric8b,0.614,2.57,0.04,0.16,0.01,0.06
Vat1,0.614,3.68,0.07,0.16,0.02,0.06
Sned1,0.613,1.87,0.04,0.19,0.02,0.06
Kdm5c,0.613,2.50,0.05,0.17,0.02,0.08
Card10,0.613,2.79,0.06,0.18,0.02,0.07
Exoc6,0.613,2.20,0.11,0.25,0.05,0.12
Rcc2,0.613,2.10,0.10,0.22,0.05,0.15
Zfp36l2,0.613,2.27,0.16,0.28,0.07,0.16
Clpx,0.613,2.39,0.05,0.19,0.02,0.08
Zc3h18,0.613,3.82,0.05,0.14,0.01,0.06
Add3,0.613,1.82,0.06,0.20,0.03,0.12
Pard3b,0.613,1.72,0.30,0.43,0.17,0.26
Celf2,0.613,1.47,0.23,0.37,0.15,0.22
Sptssa,0.613,1.69,0.11,0.20,0.06,0.13
Mfge8,0.613,1.97,0.07,0.19,0.03,0.07
Commd10,0.613,3.15,0.06,0.15,0.02,0.06
Tomm70a,0.613,1.73,0.04,0.16,0.02,0.05
Akt1s1,0.613,2.98,0.04,0.15,0.01,0.06
2700054A10Rik,0.613,2.04,0.03,0.13,0.02,0.01
Slc44a4,0.613,9.11,0.03,0.12,0.00,0.02
Psd3,0.613,1.76,0.15,0.35,0.09,0.17
Plcl1,0.613,2.45,0.07,0.17,0.03,0.07
Smg6,0.613,1.54,0.16,0.39,0.10,0.22
Tnrc6b,0.613,1.78,0.17,0.37,0.10,0.21
2900026A02Rik,0.612,1.63,0.19,0.39,0.12,0.24
Sec61a1,0.612,1.98,0.19,0.38,0.10,0.22
Nexmif,0.612,9.95,0.04,0.09,0.00,0.02
Zbtb43,0.612,14.28,0.02,0.11,0.00,0.01
Smpd4,0.612,Inf,0.03,0.11,0.00,0.00
Mfsd1,0.612,Inf,0.06,0.11,0.00,0.00
Dcp1a,0.612,Inf,0.03,0.11,0.00,0.00
Morc3,0.612,2.17,0.07,0.23,0.03,0.10
Rap1gds1,0.612,2.44,0.07,0.19,0.03,0.12
Dcun1d1,0.612,1.37,0.05,0.18,0.03,0.10
Plcb4,0.612,1.62,0.12,0.29,0.08,0.15
Pkn2,0.612,1.71,0.20,0.42,0.12,0.31
Cyld,0.612,2.61,0.05,0.17,0.02,0.09
Stt3b,0.612,1.57,0.19,0.35,0.12,0.26
Glcci1,0.612,1.93,0.06,0.16,0.03,0.03
Rabgap1l,0.612,1.86,0.13,0.32,0.07,0.17
Dcbld1,0.611,2.11,0.13,0.28,0.06,0.14
Csnk1d,0.611,2.38,0.06,0.22,0.02,0.09
Ccdc57,0.611,2.89,0.03,0.14,0.01,0.05
Paip1,0.611,3.40,0.10,0.22,0.03,0.13
Ssr2,0.611,2.59,0.07,0.17,0.03,0.08
Ctbp2,0.611,3.42,0.04,0.13,0.01,0.03
Plekhh2,0.611,4.49,0.04,0.12,0.01,0.05
Styx,0.611,1.75,0.05,0.16,0.03,0.06
Asb7,0.611,2.13,0.05,0.16,0.02,0.06
Hmg20b,0.611,2.53,0.07,0.16,0.03,0.10
Tasp1,0.611,2.07,0.07,0.19,0.04,0.07
Wnt5b,0.611,4.60,0.05,0.14,0.01,0.03
Wipf2,0.611,5.16,0.04,0.14,0.01,0.03
Nit1,0.611,3.90,0.04,0.13,0.01,0.05
Slc12a2,0.610,2.00,0.15,0.32,0.08,0.14
Rad23b,0.610,2.42,0.09,0.20,0.04,0.14
Shisa5,0.610,2.27,0.07,0.21,0.03,0.13
Nfib,0.610,1.71,0.79,0.65,0.46,0.47
Dock1,0.610,1.52,0.30,0.44,0.19,0.34
Rbpms,0.610,1.70,0.30,0.46,0.18,0.30
Bicral,0.610,2.51,0.04,0.15,0.02,0.05
Trabd2b,0.610,2.73,0.04,0.14,0.02,0.06
Pphln1,0.610,3.13,0.06,0.13,0.02,0.07
Gstm1,0.610,3.11,0.06,0.17,0.02,0.06
Anpep,0.610,2.35,0.03,0.16,0.01,0.07
Spata5,0.610,3.23,0.06,0.16,0.02,0.07
Raly,0.610,1.74,0.09,0.22,0.05,0.14
Mbtd1,0.610,2.11,0.12,0.22,0.06,0.14
Epb41l1,0.610,1.28,0.10,0.27,0.08,0.14
Dock7,0.610,1.69,0.15,0.32,0.09,0.20
Ubfd1,0.610,6.26,0.03,0.09,0.01,0.03
Tmem164,0.610,1.73,0.13,0.27,0.07,0.16
mt-Nd4,0.610,1.65,4.41,0.82,2.67,0.60
Apex2,0.609,3.98,0.03,0.12,0.01,0.03
Jpt1,0.609,2.24,0.10,0.25,0.04,0.13
Zfx,0.609,2.16,0.06,0.19,0.03,0.08
Atf7,0.609,1.93,0.11,0.31,0.06,0.19
Ptbp2,0.609,1.98,0.07,0.18,0.04,0.07
Nsun2,0.609,1.48,0.05,0.17,0.03,0.08
Rab31,0.609,4.49,0.03,0.11,0.01,0.03
5031425E22Rik,0.609,2.16,0.06,0.19,0.03,0.12
Ptprg,0.608,1.65,0.33,0.46,0.20,0.29
Ints3,0.608,4.98,0.05,0.14,0.01,0.05
St6galnac2,0.608,10.46,0.02,0.11,0.00,0.01
Nme7,0.608,1.79,0.05,0.19,0.03,0.09
Gnpnat1,0.608,12.42,0.03,0.11,0.00,0.01
Zbtb10,0.608,10.77,0.03,0.09,0.00,0.02
Cbll1,0.608,8.29,0.03,0.09,0.00,0.02
Gm609,0.608,1.84,0.06,0.20,0.03,0.09
Plcd3,0.608,1.58,0.07,0.22,0.04,0.07
Exoc2,0.608,2.08,0.07,0.18,0.03,0.08
Clcn4,0.608,4.08,0.03,0.13,0.01,0.03
Dnajc11,0.608,3.51,0.03,0.12,0.01,0.05
Hspa1b,0.608,4.62,0.06,0.12,0.01,0.05
Pus10,0.608,5.20,0.05,0.13,0.01,0.03
Clmn,0.608,1.75,0.24,0.40,0.14,0.23
Nr5a2,0.608,1.67,0.21,0.40,0.13,0.21
Snrpa,0.607,3.97,0.07,0.13,0.02,0.05
Zfand6,0.607,1.34,0.13,0.35,0.10,0.19
Brd4,0.607,1.68,0.18,0.38,0.10,0.23
Fam120c,0.607,1.91,0.03,0.15,0.02,0.06
Anks1,0.607,1.48,0.04,0.15,0.03,0.06
Rab3gap1,0.607,2.38,0.04,0.16,0.02,0.05
Sdccag8,0.607,1.46,0.07,0.23,0.05,0.10
Syne1,0.607,2.46,0.04,0.15,0.02,0.05
Ifnar2,0.607,3.50,0.04,0.15,0.01,0.05
Trak2,0.607,2.24,0.05,0.14,0.02,0.07
Slc35f5,0.607,2.63,0.04,0.14,0.02,0.06
Kdm6a,0.607,1.90,0.09,0.25,0.05,0.14
Umad1,0.607,2.32,0.07,0.19,0.03,0.08
Trak1,0.607,2.57,0.08,0.22,0.03,0.10
Ssrp1,0.606,2.24,0.08,0.17,0.03,0.09
Taf1d,0.606,2.17,0.12,0.32,0.05,0.19
Lims1,0.606,1.41,0.10,0.29,0.07,0.15
Nfxl1,0.606,4.57,0.05,0.12,0.01,0.03
Mapk8,0.606,3.74,0.03,0.13,0.01,0.02
Gripap1,0.606,7.14,0.04,0.13,0.01,0.02
Ptrh2,0.606,8.35,0.03,0.11,0.00,0.02
Zbtb33,0.606,10.22,0.04,0.11,0.00,0.02
Pdcd11,0.606,2.30,0.04,0.15,0.02,0.07
Cnih4,0.606,3.00,0.05,0.14,0.02,0.08
Nr3c1,0.606,2.02,0.11,0.29,0.06,0.20
Herc4,0.606,1.90,0.07,0.24,0.03,0.10
Etv6,0.605,1.54,0.32,0.42,0.21,0.29
Gata6,0.605,1.96,0.09,0.27,0.04,0.13
Dcdc2a,0.605,1.83,0.41,0.39,0.23,0.28
Mlph,0.605,3.11,0.03,0.13,0.01,0.06
Xiap,0.605,2.48,0.10,0.22,0.04,0.12
Mrps34,0.605,7.42,0.05,0.09,0.01,0.05
Cpox,0.605,8.00,0.05,0.11,0.01,0.03
Nrep,0.605,5.35,0.04,0.12,0.01,0.02
Baz2a,0.605,2.07,0.09,0.19,0.04,0.12
4931406C07Rik,0.605,2.11,0.06,0.18,0.03,0.09
Otud4,0.605,3.77,0.07,0.18,0.02,0.09
Adk,0.605,1.59,0.42,0.49,0.26,0.40
Nhlrc2,0.605,2.81,0.06,0.20,0.02,0.12
Hmox2,0.604,2.91,0.03,0.11,0.01,0.06
6030443J06Rik,0.604,5.00,0.07,0.12,0.01,0.05
Eps15l1,0.604,4.34,0.04,0.12,0.01,0.05
Slc38a4,0.604,3.50,0.04,0.13,0.01,0.03
Prepl,0.604,3.44,0.02,0.13,0.01,0.03
Ergic2,0.604,1.66,0.06,0.18,0.04,0.08
Serf1,0.604,2.13,0.05,0.15,0.02,0.05
Tff2,0.604,3.42,0.06,0.15,0.02,0.05
Tuba1a,0.604,1.85,0.05,0.14,0.03,0.03
Per1,0.604,3.72,0.04,0.14,0.01,0.03
Jpx,0.604,4.42,0.04,0.13,0.01,0.05
Pkn1,0.604,2.77,0.05,0.16,0.02,0.08
Swi5,0.604,2.21,0.13,0.24,0.06,0.21
Irf2,0.604,1.78,0.10,0.24,0.05,0.14
Clec2d,0.604,1.20,0.13,0.34,0.11,0.16
Prtg,0.604,8.56,0.04,0.11,0.01,0.01
Sh3glb2,0.604,7.64,0.03,0.09,0.00,0.02
Pik3r1,0.604,1.26,0.10,0.29,0.08,0.13
Rtn4rl1,0.604,6.77,0.03,0.12,0.00,0.02
Taf15,0.604,2.09,0.12,0.27,0.06,0.16
Ino80b,0.604,27.27,0.04,0.09,0.00,0.01
Tead1,0.604,1.55,0.25,0.43,0.16,0.29
St6gal1,0.603,1.92,0.07,0.22,0.03,0.14
Hhex,0.603,2.46,0.09,0.20,0.04,0.10
mt-Nd5,0.603,1.56,0.96,0.56,0.61,0.43
Tecr,0.603,2.32,0.06,0.16,0.03,0.08
Slc30a9,0.603,2.19,0.04,0.17,0.02,0.07
Phkb,0.603,2.10,0.08,0.22,0.04,0.14
Zfp950,0.603,1.95,0.06,0.23,0.03,0.12
Rnf43,0.603,1.60,0.11,0.27,0.07,0.15
Tfdp2,0.603,1.79,0.07,0.22,0.04,0.12
Ambp,0.603,1.59,0.12,0.25,0.08,0.12
Ncoa6,0.603,1.67,0.09,0.22,0.05,0.15
Sh3bp4,0.603,1.66,0.07,0.21,0.04,0.14
Hsbp1,0.603,1.91,0.10,0.22,0.05,0.13
Naa15,0.603,1.29,0.06,0.22,0.05,0.13
Spats2,0.603,2.94,0.05,0.16,0.02,0.07
Nfyc,0.603,1.78,0.05,0.20,0.03,0.09
Bcat2,0.602,3.45,0.05,0.13,0.02,0.02
Ctnnbip1,0.602,5.26,0.04,0.11,0.01,0.05
Tsen34,0.602,4.27,0.04,0.12,0.01,0.03
Gmcl1,0.602,7.30,0.04,0.13,0.01,0.02
Stxbp1,0.602,3.53,0.03,0.12,0.01,0.03
Ak3,0.602,2.16,0.05,0.17,0.03,0.08
Cers5,0.602,2.61,0.04,0.14,0.02,0.05
Sh3pxd2b,0.602,1.56,0.05,0.12,0.03,0.07
mt-Cytb,0.602,1.57,5.93,0.80,3.77,0.63
Cxxc5,0.602,1.90,0.09,0.27,0.05,0.13
Itga1,0.602,4.32,0.04,0.12,0.01,0.01
Ctdsp1,0.602,4.83,0.02,0.11,0.00,0.02
Vars,0.602,2.01,0.03,0.13,0.02,0.08
Tcf20,0.602,1.59,0.15,0.36,0.10,0.22
Efna5,0.602,1.71,0.25,0.35,0.15,0.19
Pdhb,0.601,5.30,0.03,0.12,0.01,0.02
Cep112,0.601,2.27,0.10,0.20,0.04,0.12
Cpa2,0.601,4.78,0.05,0.12,0.01,0.02
Rpl7a,0.601,1.67,0.55,0.64,0.33,0.41
Rffl,0.601,3.15,0.03,0.14,0.01,0.03
Glod4,0.601,3.47,0.04,0.11,0.01,0.07
Prss8,0.601,3.80,0.04,0.13,0.01,0.03
Vezt,0.601,4.10,0.04,0.13,0.01,0.03
Miga1,0.601,2.89,0.05,0.17,0.02,0.07
Pter,0.601,2.76,0.06,0.17,0.02,0.07
Ric1,0.601,2.32,0.05,0.16,0.02,0.08
Prss2,0.601,2.05,0.82,0.57,0.40,0.38
Ash1l,0.601,1.66,0.19,0.35,0.11,0.24
Extl3,0.601,1.38,0.05,0.19,0.03,0.08
Lrba,0.601,1.80,0.21,0.40,0.11,0.23
Pde4dip,0.600,2.86,0.04,0.17,0.01,0.06
Fbxl5,0.600,2.22,0.07,0.19,0.03,0.09
Lzts2,0.600,1.81,0.06,0.18,0.03,0.10
Cwf19l2,0.600,2.72,0.06,0.19,0.02,0.09
Tspan7,0.600,2.60,0.05,0.16,0.02,0.06
Tent2,0.600,3.05,0.05,0.16,0.01,0.06
Tnks1bp1,0.600,2.52,0.04,0.14,0.02,0.08
Npc1,0.600,2.57,0.05,0.16,0.02,0.06
Pacsin2,0.600,1.60,0.09,0.23,0.06,0.13
Fam234b,0.600,2.02,0.05,0.18,0.02,0.07
Kif13a,0.600,1.96,0.08,0.21,0.04,0.12
Mtpap,0.600,2.56,0.04,0.15,0.02,0.08
Rnf38,0.600,2.31,0.05,0.15,0.02,0.08
Phgdh,0.600,2.17,0.05,0.16,0.02,0.09
Ilkap,0.600,1.84,0.04,0.18,0.02,0.07
St3gal4,0.600,1.28,0.46,0.47,0.36,0.33
Stimate,0.600,10.22,0.04,0.09,0.00,0.02
Smg7,0.600,2.40,0.08,0.23,0.03,0.12
Atf7ip,0.600,1.96,0.06,0.22,0.03,0.13
Lgr4,0.600,1.76,0.09,0.20,0.05,0.15
Wasl,0.600,1.64,0.06,0.24,0.04,0.15
Srsf6,0.600,1.05,0.08,0.25,0.08,0.14
Agmo,0.600,1.47,0.08,0.21,0.06,0.10
Tet2,0.600,1.60,0.06,0.22,0.03,0.12
Prkd3,0.599,2.13,0.06,0.22,0.03,0.09
Mlh3,0.599,12.98,0.03,0.09,0.00,0.01
Csmd1,0.599,39.83,0.09,0.09,0.00,0.01
Man2b1,0.599,3.47,0.04,0.13,0.01,0.06
Prrc2b,0.599,1.26,0.09,0.33,0.07,0.17
Spast,0.599,3.21,0.05,0.13,0.01,0.02
Adipor1,0.599,5.69,0.05,0.11,0.01,0.05
Stard13,0.599,1.60,0.22,0.35,0.14,0.20
Fam76b,0.599,2.02,0.06,0.18,0.03,0.10
Src,0.598,2.19,0.05,0.17,0.02,0.07
Tstd1,0.598,2.01,0.06,0.16,0.03,0.08
Ywhae,0.598,1.57,0.27,0.52,0.17,0.36
Mtch1,0.598,1.89,0.07,0.18,0.04,0.09
Cnot2,0.598,1.44,0.10,0.22,0.07,0.12
St7l,0.598,1.34,0.05,0.19,0.04,0.09
Kpna1,0.598,7.07,0.06,0.11,0.01,0.02
Ddah1,0.598,8.99,0.04,0.11,0.00,0.02
Sik3,0.598,1.66,0.16,0.34,0.09,0.20
Srpk2,0.598,1.96,0.04,0.18,0.02,0.08
Spns2,0.598,2.50,0.04,0.16,0.02,0.06
Prkce,0.598,2.40,0.08,0.14,0.03,0.08
Hspg2,0.598,4.71,0.08,0.13,0.02,0.05
Cacna1d,0.598,1.80,0.05,0.16,0.03,0.09
Gpr107,0.598,2.86,0.06,0.16,0.02,0.07
Slc4a7,0.598,1.98,0.05,0.16,0.03,0.07
Fbxw2,0.598,2.31,0.02,0.13,0.01,0.03
Slc23a2,0.598,3.79,0.02,0.13,0.01,0.03
Ephb2,0.598,2.45,0.07,0.12,0.03,0.05
Gas2,0.598,2.08,0.03,0.14,0.01,0.02
Gnpat,0.598,4.72,0.04,0.12,0.01,0.05
Gm49980,0.597,1.70,0.19,0.39,0.11,0.23
Erp29,0.597,1.59,0.12,0.24,0.08,0.16
Brd3,0.597,1.45,0.10,0.33,0.07,0.16
Mapk1,0.597,1.77,0.10,0.31,0.06,0.15
Oip5os1,0.597,1.34,0.06,0.18,0.04,0.12
Mcmbp,0.597,1.85,0.08,0.20,0.05,0.09
Eps15,0.597,1.78,0.07,0.21,0.04,0.14
Kdm5b,0.597,2.15,0.10,0.23,0.05,0.12
Rbms1,0.597,1.59,0.31,0.56,0.19,0.34
Dennd1a,0.597,1.82,0.15,0.36,0.08,0.22
Celf1,0.596,1.48,0.15,0.37,0.10,0.24
Uba1,0.596,2.33,0.09,0.22,0.04,0.17
Malt1,0.596,2.60,0.04,0.12,0.02,0.07
Epsti1,0.596,3.56,0.17,0.16,0.05,0.10
Slc25a48,0.596,Inf,0.03,0.09,0.00,0.00
Cabcoco1,0.596,Inf,0.03,0.09,0.00,0.00
Rbpjl,0.596,Inf,0.03,0.09,0.00,0.00
Pbld1,0.596,Inf,0.02,0.09,0.00,0.00
Aip,0.596,Inf,0.02,0.09,0.00,0.00
Spata24,0.596,Inf,0.03,0.09,0.00,0.00
BC065397,0.596,Inf,0.02,0.09,0.00,0.00
3830406C13Rik,0.596,Inf,0.03,0.09,0.00,0.00
B930095G15Rik,0.596,Inf,0.02,0.09,0.00,0.00
Ctxn1,0.596,Inf,0.02,0.09,0.00,0.00
Nmnat3,0.596,6.77,0.03,0.09,0.00,0.02
Hes6,0.596,5.96,0.03,0.11,0.01,0.01
Cr1l,0.596,2.83,0.07,0.14,0.02,0.06
Pik3cb,0.596,2.67,0.04,0.14,0.01,0.06
Braf,0.596,1.60,0.06,0.20,0.04,0.12
Ctdspl2,0.596,2.48,0.06,0.15,0.02,0.10
Tcf7l1,0.595,1.90,0.09,0.21,0.05,0.14
Srsf7,0.595,1.79,0.14,0.34,0.08,0.22
Tnrc18,0.595,1.80,0.09,0.23,0.05,0.15
Vegfa,0.595,1.55,0.07,0.21,0.05,0.08
Exoc5,0.595,1.98,0.05,0.16,0.02,0.07
Bcl11a,0.595,1.63,0.04,0.16,0.03,0.06
Zmat5,0.595,1.54,0.03,0.12,0.02,0.03
Tmem208,0.595,3.58,0.04,0.11,0.01,0.05
Ddx52,0.595,2.41,0.03,0.11,0.01,0.05
Terf2,0.595,2.29,0.04,0.12,0.02,0.03
Pkia,0.595,4.39,0.06,0.12,0.01,0.03
Rbm6,0.595,1.51,0.18,0.40,0.12,0.24
Col4a5,0.595,1.28,0.08,0.25,0.06,0.14
